,Date,Home_Team_Name,Vistor_Team_Name,Home_Points,Away_Points
0,11/1/2015,Celtics,Spurs,87,95
1,11/1/2015,Heat,Rockets,109,89
2,11/1/2015,Hornets,Hawks,92,94
3,11/1/2015,Thunder,Nuggets,117,93
4,11/1/2015,Raptors,Bucks,106,87
5,11/1/2015,Bulls,Magic,92,87
6,11/1/2015,Lakers,Mavericks,93,103
7,11/2/2015,Rockets,Thunder,110,105
8,11/2/2015,Warriors,Grizzlies,119,69
9,11/2/2015,Clippers,Suns,102,96
10,11/2/2015,Knicks,Spurs,84,94
11,11/2/2015,Timberwolves,Trail Blazers,101,106
12,11/2/2015,Nets,Bucks,96,103
13,11/2/2015,76ers,Cavaliers,100,107
14,11/3/2015,Mavericks,Raptors,91,102
15,11/3/2015,Heat,Hawks,92,98
16,11/3/2015,Kings,Grizzlies,89,103
17,11/3/2015,Hornets,Bulls,130,105
18,11/3/2015,Pistons,Pacers,82,94
19,11/3/2015,Pelicans,Magic,94,103
20,11/3/2015,Lakers,Nuggets,109,120
21,11/4/2015,Thunder,Raptors,98,103
22,11/4/2015,Warriors,Clippers,112,108
23,11/4/2015,Jazz,Trail Blazers,92,108
24,11/4/2015,Wizards,Spurs,102,99
25,11/4/2015,Pacers,Celtics,100,98
26,11/4/2015,Suns,Kings,118,97
27,11/4/2015,Rockets,Magic,119,114
28,11/4/2015,Cavaliers,Knicks,96,86
29,11/4/2015,Hawks,Nets,101,87
30,11/4/2015,Bucks,76ers,91,87
31,11/5/2015,Trail Blazers,Grizzlies,115,96
32,11/5/2015,Bulls,Thunder,104,98
33,11/5/2015,Mavericks,Hornets,94,108
34,11/5/2015,Nuggets,Jazz,84,96
35,11/5/2015,Timberwolves,Heat,84,96
36,11/6/2015,Suns,Pistons,92,100
37,11/6/2015,Pacers,Heat,90,87
38,11/6/2015,Celtics,Wizards,118,98
39,11/6/2015,Magic,Raptors,92,87
40,11/6/2015,Kings,Rockets,110,116
41,11/6/2015,Pelicans,Hawks,115,121
42,11/6/2015,Knicks,Bucks,92,99
43,11/6/2015,Warriors,Nuggets,119,104
44,11/6/2015,Nets,Lakers,98,104
45,11/6/2015,Cavaliers,76ers,108,102
46,11/7/2015,Spurs,Hornets,114,94
47,11/7/2015,Jazz,Grizzlies,89,79
48,11/7/2015,Hawks,Wizards,114,99
49,11/7/2015,Clippers,Rockets,105,109
50,11/7/2015,Bulls,Timberwolves,93,102
51,11/7/2015,Mavericks,Pelicans,107,98
52,11/7/2015,76ers,Magic,97,105
53,11/7/2015,Kings,Warriors,94,103
54,11/7/2015,Bucks,Nets,94,86
55,11/8/2015,Trail Blazers,Pistons,103,120
56,11/8/2015,Heat,Raptors,96,76
57,11/8/2015,Thunder,Suns,124,103
58,11/8/2015,Cavaliers,Pacers,101,97
59,11/8/2015,Knicks,Lakers,99,95
60,11/9/2015,Warriors,Pistons,109,95
61,11/9/2015,Pacers,Magic,97,84
62,11/9/2015,Hawks,Timberwolves,107,117
63,11/9/2015,Clippers,Grizzlies,94,92
64,11/9/2015,Nuggets,Trail Blazers,108,104
65,11/9/2015,Kings,Spurs,88,106
66,11/9/2015,76ers,Bulls,88,111
67,11/10/2015,Cavaliers,Jazz,118,114
68,11/10/2015,Timberwolves,Hornets,95,104
69,11/10/2015,Wizards,Thunder,101,125
70,11/10/2015,Raptors,Knicks,109,111
71,11/10/2015,Bucks,Celtics,83,99
72,11/10/2015,Pelicans,Mavericks,120,105
73,11/10/2015,Heat,Lakers,101,88
74,11/11/2015,Celtics,Pacers,91,102
75,11/11/2015,Trail Blazers,Spurs,101,113
76,11/11/2015,Mavericks,Clippers,118,108
77,11/11/2015,Hornets,Knicks,95,93
78,11/11/2015,Hawks,Pelicans,106,98
79,11/11/2015,Grizzlies,Warriors,84,100
80,11/11/2015,Kings,Pistons,101,92
81,11/11/2015,Nuggets,Bucks,103,102
82,11/11/2015,Magic,Lakers,101,99
83,11/11/2015,76ers,Raptors,103,119
84,11/11/2015,Rockets,Nets,98,106
85,11/12/2015,Heat,Jazz,92,91
86,11/12/2015,Suns,Clippers,118,104
87,11/12/2015,Timberwolves,Warriors,116,129
88,11/13/2015,Bulls,Hornets,102,97
89,11/13/2015,Celtics,Hawks,106,93
90,11/13/2015,Pacers,Timberwolves,107,103
91,11/13/2015,Grizzlies,Trail Blazers,101,100
92,11/13/2015,Magic,Jazz,102,93
93,11/13/2015,Knicks,Cavaliers,84,90
94,11/13/2015,Nuggets,Rockets,107,98
95,11/13/2015,Raptors,Pelicans,100,81
96,11/13/2015,Mavericks,Lakers,90,82
97,11/13/2015,Kings,Nets,111,109
98,11/13/2015,Thunder,76ers,102,85
99,11/14/2015,Clippers,Pistons,101,96
100,11/14/2015,Suns,Nuggets,105,81
101,11/14/2015,Wizards,Magic,108,99
102,11/14/2015,Rockets,Mavericks,98,110
103,11/14/2015,Bucks,Cavaliers,108,105
104,11/14/2015,Spurs,76ers,92,83
105,11/14/2015,Warriors,Nets,107,99
106,11/15/2015,Thunder,Celtics,85,100
107,11/15/2015,Hawks,Jazz,96,97
108,11/15/2015,Hornets,Trail Blazers,106,94
109,11/15/2015,Timberwolves,Grizzlies,106,114
110,11/15/2015,Kings,Raptors,107,101
111,11/15/2015,Knicks,Pelicans,95,87
112,11/15/2015,Lakers,Pistons,97,85
113,11/16/2015,Bulls,Pacers,96,95
114,11/16/2015,Grizzlies,Thunder,122,114
115,11/16/2015,Spurs,Trail Blazers,93,80
116,11/16/2015,Rockets,Celtics,95,111
117,11/16/2015,Suns,Lakers,120,101
118,11/16/2015,76ers,Mavericks,86,92
119,11/17/2015,Pistons,Cavaliers,104,99
120,11/17/2015,Warriors,Raptors,115,110
121,11/17/2015,Knicks,Hornets,102,94
122,11/17/2015,Heat,Timberwolves,91,103
123,11/17/2015,Wizards,Bucks,115,86
124,11/17/2015,Pelicans,Nuggets,98,115
125,11/17/2015,Nets,Hawks,90,88
126,11/18/2015,Jazz,Raptors,93,89
127,11/18/2015,Suns,Bulls,97,103
128,11/18/2015,Celtics,Mavericks,102,106
129,11/18/2015,Magic,Timberwolves,104,101
130,11/18/2015,Hawks,Kings,103,97
131,11/18/2015,Spurs,Nuggets,109,98
132,11/18/2015,Rockets,Trail Blazers,108,103
133,11/18/2015,Hornets,Nets,116,111
134,11/18/2015,Thunder,Pelicans,110,103
135,11/18/2015,76ers,Pacers,85,112
136,11/19/2015,Clippers,Warriors,117,124
137,11/19/2015,Heat,Kings,116,109
138,11/19/2015,Cavaliers,Bucks,115,100
139,11/20/2015,Mavericks,Jazz,102,93
140,11/20/2015,Timberwolves,Pistons,86,96
141,11/20/2015,Thunder,Knicks,90,93
142,11/20/2015,Warriors,Bulls,106,94
143,11/20/2015,Trail Blazers,Clippers,102,91
144,11/20/2015,Nuggets,Suns,107,114
145,11/20/2015,Lakers,Raptors,91,102
146,11/20/2015,Grizzlies,Rockets,96,84
147,11/20/2015,Celtics,Nets,120,95
148,11/20/2015,Pelicans,Spurs,104,90
149,11/20/2015,Hornets,76ers,113,88
150,11/21/2015,Cavaliers,Hawks,109,97
151,11/21/2015,Spurs,Grizzlies,92,82
152,11/21/2015,Pistons,Wizards,95,97
153,11/21/2015,Rockets,Knicks,102,107
154,11/21/2015,Magic,Kings,91,97
155,11/21/2015,Pacers,Bucks,123,86
156,11/21/2015,Heat,76ers,96,91
157,11/22/2015,Clippers,Raptors,80,91
158,11/22/2015,Thunder,Mavericks,117,114
159,11/22/2015,Pelicans,Suns,122,116
160,11/22/2015,Nuggets,Warriors,105,118
161,11/22/2015,Nets,Celtics,111,101
162,11/22/2015,Lakers,Trail Blazers,93,107
163,11/23/2015,Jazz,Thunder,89,111
164,11/23/2015,Heat,Knicks,95,78
165,11/23/2015,Spurs,Suns,98,84
166,11/23/2015,Cavaliers,Magic,117,103
167,11/23/2015,Hornets,Kings,127,122
168,11/23/2015,Bucks,Pistons,109,88
169,11/23/2015,Timberwolves,76ers,100,95
170,11/24/2015,Hawks,Celtics,121,97
171,11/24/2015,Grizzlies,Mavericks,110,96
172,11/24/2015,Wizards,Pacers,106,123
173,11/24/2015,Trail Blazers,Bulls,88,93
174,11/24/2015,Nuggets,Clippers,94,111
175,11/24/2015,Warriors,Lakers,111,77
176,11/25/2015,Raptors,Cavaliers,103,99
177,11/25/2015,Pistons,Heat,104,81
178,11/25/2015,Clippers,Jazz,91,102
179,11/25/2015,Timberwolves,Hawks,99,95
180,11/25/2015,Spurs,Mavericks,88,83
181,11/25/2015,Magic,Knicks,100,91
182,11/25/2015,Hornets,Wizards,101,87
183,11/25/2015,Bucks,Kings,118,129
184,11/25/2015,Rockets,Grizzlies,93,102
185,11/25/2015,Suns,Pelicans,114,120
186,11/25/2015,Thunder,Nets,110,99
187,11/25/2015,Celtics,76ers,84,80
188,11/27/2015,Hornets,Cavaliers,90,95
189,11/27/2015,Pacers,Bulls,104,92
190,11/27/2015,Thunder,Pistons,103,87
191,11/27/2015,Grizzlies,Hawks,101,116
192,11/27/2015,Knicks,Heat,78,97
193,11/27/2015,Kings,Timberwolves,91,101
194,11/27/2015,Celtics,Wizards,111,78
195,11/27/2015,Suns,Warriors,116,135
196,11/27/2015,Nuggets,Spurs,80,91
197,11/27/2015,Clippers,Pelicans,111,90
198,11/27/2015,Magic,Bucks,114,90
199,11/27/2015,Rockets,76ers,116,114
200,11/28/2015,Spurs,Hawks,108,88
201,11/28/2015,Wizards,Raptors,82,84
202,11/28/2015,Jazz,Pelicans,101,87
203,11/28/2015,Mavericks,Nuggets,92,81
204,11/28/2015,Warriors,Kings,120,101
205,11/28/2015,Cavaliers,Nets,90,88
206,11/28/2015,Trail Blazers,Lakers,108,96
207,11/29/2015,Magic,Celtics,110,91
208,11/29/2015,Clippers,Timberwolves,107,99
209,11/29/2015,Raptors,Suns,102,107
210,11/29/2015,Nets,Pistons,87,83
211,11/29/2015,Hornets,Bucks,87,82
212,11/29/2015,Lakers,Pacers,103,107
213,11/29/2015,Knicks,Rockets,111,116
214,11/29/2015,Grizzlies,76ers,92,84
215,11/30/2015,Hawks,Thunder,106,100
216,11/30/2015,Bulls,Spurs,92,89
217,11/30/2015,Heat,Celtics,95,105
218,11/30/2015,Jazz,Warriors,103,106
219,11/30/2015,Clippers,Trail Blazers,102,87
220,11/30/2015,Kings,Mavericks,112,98
221,11/30/2015,Bucks,Nuggets,92,74
222,11/30/2015,Pistons,Rockets,116,105
223,12/1/2015,Timberwolves,Magic,93,96
224,12/1/2015,Trail Blazers,Mavericks,112,115
225,12/1/2015,Pelicans,Grizzlies,104,113
226,12/1/2015,Cavaliers,Wizards,85,97
227,12/1/2015,Nets,Suns,94,91
228,12/1/2015,76ers,Lakers,103,91
229,12/2/2015,Hawks,Raptors,86,96
230,12/2/2015,Clippers,Pacers,91,103
231,12/2/2015,Hornets,Warriors,99,116
232,12/2/2015,Pistons,Suns,127,122
233,12/2/2015,Bulls,Nuggets,99,90
234,12/2/2015,Spurs,Bucks,95,70
235,12/2/2015,Rockets,Pelicans,108,101
236,12/2/2015,Wizards,Lakers,104,108
237,12/2/2015,Knicks,76ers,99,87
238,12/3/2015,Heat,Thunder,97,95
239,12/3/2015,Grizzlies,Spurs,83,103
240,12/3/2015,Jazz,Magic,94,103
241,12/3/2015,Trail Blazers,Pacers,123,111
242,12/3/2015,Kings,Celtics,97,114
243,12/3/2015,Raptors,Nuggets,105,106
244,12/4/2015,Wizards,Suns,109,106
245,12/4/2015,Pelicans,Cavaliers,114,108
246,12/4/2015,Knicks,Nets,108,91
247,12/4/2015,Pistons,Bucks,102,95
248,12/4/2015,Mavericks,Rockets,96,100
249,12/4/2015,Hawks,Lakers,100,87
250,12/5/2015,Heat,Cavaliers,99,84
251,12/5/2015,Jazz,Pacers,122,119
252,12/5/2015,Bulls,Hornets,96,102
253,12/5/2015,Spurs,Celtics,108,105
254,12/5/2015,Raptors,Warriors,109,112
255,12/5/2015,Clippers,Magic,103,101
256,12/5/2015,Timberwolves,Trail Blazers,103,109
257,12/5/2015,Rockets,Kings,120,113
258,12/5/2015,Bucks,Knicks,106,91
259,12/5/2015,76ers,Nuggets,105,108
260,12/6/2015,Wizards,Mavericks,104,116
261,12/6/2015,Grizzlies,Suns,95,93
262,12/6/2015,Thunder,Kings,98,95
263,12/6/2015,Pistons,Lakers,111,91
264,12/6/2015,Nets,Warriors,98,114
265,12/7/2015,Hornets,Pistons,104,84
266,12/7/2015,Timberwolves,Clippers,106,110
267,12/7/2015,Knicks,Mavericks,97,104
268,12/7/2015,Bulls,Suns,101,103
269,12/7/2015,Heat,Wizards,103,114
270,12/7/2015,Pelicans,Celtics,93,111
271,12/7/2015,Bucks,Trail Blazers,90,88
272,12/7/2015,Raptors,Lakers,102,93
273,12/7/2015,76ers,Spurs,68,119
274,12/8/2015,Grizzlies,Thunder,88,125
275,12/8/2015,Pacers,Warriors,123,131
276,12/8/2015,Cavaliers,Trail Blazers,105,100
277,12/8/2015,Kings,Jazz,114,106
278,12/8/2015,Nuggets,Magic,74,85
279,12/8/2015,Nets,Rockets,110,105
280,12/9/2015,Raptors,Spurs,97,94
281,12/9/2015,Celtics,Bulls,105,100
282,12/9/2015,Hornets,Heat,99,81
283,12/9/2015,Mavericks,Hawks,95,98
284,12/9/2015,Suns,Magic,107,104
285,12/9/2015,Pistons,Grizzlies,92,93
286,12/9/2015,Bucks,Clippers,95,109
287,12/9/2015,Jazz,Knicks,106,85
288,12/9/2015,Wizards,Rockets,103,109
289,12/9/2015,Timberwolves,Lakers,123,122
290,12/10/2015,Thunder,Hawks,107,94
291,12/10/2015,Bulls,Clippers,83,80
292,12/10/2015,Kings,Knicks,99,97
293,12/10/2015,Nets,76ers,100,91
294,12/11/2015,Jazz,Thunder,90,94
295,12/11/2015,Magic,Cavaliers,76,111
296,12/11/2015,Pacers,Heat,96,83
297,12/11/2015,Grizzlies,Hornets,99,123
298,12/11/2015,Celtics,Warriors,119,124
299,12/11/2015,Suns,Trail Blazers,96,106
300,12/11/2015,Pelicans,Wizards,107,105
301,12/11/2015,Raptors,Bucks,90,83
302,12/11/2015,Nuggets,Timberwolves,111,108
303,12/11/2015,76ers,Pistons,95,107
304,12/11/2015,Spurs,Lakers,109,87
305,12/12/2015,Hornets,Celtics,93,98
306,12/12/2015,Pistons,Pacers,118,96
307,12/12/2015,Hawks,Spurs,78,103
308,12/12/2015,Nets,Clippers,100,105
309,12/12/2015,Mavericks,Wizards,111,114
310,12/12/2015,Trail Blazers,Knicks,110,112
311,12/12/2015,Bulls,Pelicans,98,94
312,12/12/2015,Bucks,Warriors,108,95
313,12/12/2015,Rockets,Lakers,126,97
314,12/13/2015,Thunder,Jazz,104,98
315,12/13/2015,Heat,Grizzlies,100,97
316,12/13/2015,Suns,Timberwolves,108,101
317,12/13/2015,Raptors,76ers,96,76
318,12/14/2015,Pacers,Raptors,106,90
319,12/14/2015,Pistons,Clippers,103,105
320,12/14/2015,Hawks,Heat,88,100
321,12/14/2015,Spurs,Jazz,118,81
322,12/14/2015,Mavericks,Suns,104,94
323,12/14/2015,Grizzlies,Wizards,112,95
324,12/14/2015,Nets,Magic,82,105
325,12/14/2015,Nuggets,Rockets,114,108
326,12/14/2015,Trail Blazers,Pelicans,105,101
327,12/14/2015,Bulls,76ers,115,96
328,12/15/2015,Celtics,Cavaliers,77,89
329,12/15/2015,Kings,Rockets,107,97
330,12/15/2015,Timberwolves,Nuggets,100,112
331,12/15/2015,Lakers,Bucks,113,95
332,12/16/2015,Pistons,Celtics,119,116
333,12/16/2015,Magic,Hornets,113,98
334,12/16/2015,Pacers,Mavericks,107,81
335,12/16/2015,Bulls,Grizzlies,98,85
336,12/16/2015,Thunder,Trail Blazers,106,90
337,12/16/2015,Knicks,Timberwolves,107,102
338,12/16/2015,Nets,Heat,98,104
339,12/16/2015,Warriors,Suns,128,103
340,12/16/2015,Spurs,Wizards,114,95
341,12/16/2015,Clippers,Bucks,103,90
342,12/16/2015,Jazz,Pelicans,94,104
343,12/16/2015,Hawks,76ers,127,106
344,12/17/2015,Cavaliers,Thunder,104,100
345,12/17/2015,Hornets,Raptors,109,99
346,12/17/2015,Lakers,Rockets,87,107
347,12/18/2015,Heat,Raptors,94,108
348,12/18/2015,Bulls,Pistons,144,147
349,12/18/2015,Celtics,Hawks,101,109
350,12/18/2015,Mavericks,Grizzlies,97,88
351,12/18/2015,Magic,Trail Blazers,102,94
352,12/18/2015,Spurs,Clippers,115,107
353,12/18/2015,Timberwolves,Kings,99,95
354,12/18/2015,Suns,Pelicans,104,88
355,12/18/2015,Jazz,Nuggets,97,88
356,12/18/2015,Pacers,Nets,104,97
357,12/18/2015,76ers,Knicks,97,107
358,12/18/2015,Warriors,Bucks,121,112
359,12/19/2015,Grizzlies,Pacers,96,84
360,12/19/2015,Knicks,Bulls,107,91
361,12/19/2015,Wizards,Hornets,109,101
362,12/19/2015,Rockets,Clippers,107,97
363,12/19/2015,Thunder,Lakers,118,78
364,12/20/2015,Magic,Hawks,100,103
365,12/20/2015,Heat,Trail Blazers,116,109
366,12/20/2015,Raptors,Kings,94,104
367,12/20/2015,Nets,Timberwolves,85,100
368,12/20/2015,Suns,Bucks,95,101
369,12/20/2015,Nuggets,Pelicans,125,130
370,12/20/2015,Cavaliers,76ers,108,86
371,12/21/2015,Clippers,Thunder,99,100
372,12/21/2015,Spurs,Pacers,106,92
373,12/21/2015,Knicks,Magic,99,107
374,12/21/2015,Hawks,Trail Blazers,106,97
375,12/21/2015,Rockets,Hornets,102,95
376,12/21/2015,Jazz,Suns,110,89
377,12/21/2015,Wizards,Kings,113,99
378,12/21/2015,Celtics,Timberwolves,113,99
379,12/21/2015,Bulls,Nets,102,105
380,12/22/2015,Heat,Pistons,92,93
381,12/22/2015,Raptors,Mavericks,103,99
382,12/22/2015,76ers,Grizzlies,90,104
383,12/22/2015,Nuggets,Lakers,107,111
384,12/23/2015,Hornets,Celtics,89,102
385,12/23/2015,Hawks,Pistons,107,100
386,12/23/2015,Wizards,Grizzlies,100,91
387,12/23/2015,Pacers,Kings,106,108
388,12/23/2015,Cavaliers,Knicks,91,84
389,12/23/2015,Warriors,Jazz,103,85
390,12/23/2015,Magic,Rockets,104,101
391,12/23/2015,Pelicans,Trail Blazers,115,89
392,12/23/2015,Timberwolves,Spurs,83,108
393,12/23/2015,Nets,Mavericks,118,119
394,12/23/2015,Lakers,Thunder,85,120
395,12/23/2015,Suns,Nuggets,96,104
396,12/23/2015,Bucks,76ers,113,100
397,12/25/2015,Warriors,Cavaliers,89,83
398,12/25/2015,Thunder,Bulls,96,105
399,12/25/2015,Heat,Pelicans,94,88
400,12/25/2015,Rockets,Spurs,88,84
401,12/25/2015,Lakers,Clippers,84,94
402,12/26/2015,Pistons,Celtics,93,99
403,12/26/2015,Magic,Heat,101,108
404,12/26/2015,Mavericks,Bulls,118,111
405,12/26/2015,Jazz,Clippers,104,109
406,12/26/2015,Hornets,Grizzlies,98,92
407,12/26/2015,Trail Blazers,Cavaliers,105,76
408,12/26/2015,Hawks,Knicks,117,98
409,12/26/2015,Timberwolves,Pacers,88,102
410,12/26/2015,Bucks,Raptors,90,111
411,12/26/2015,Pelicans,Rockets,110,108
412,12/26/2015,Nets,Wizards,96,111
413,12/26/2015,Spurs,Nuggets,101,86
414,12/26/2015,Suns,76ers,104,111
415,12/27/2015,Kings,Trail Blazers,94,98
416,12/27/2015,Celtics,Knicks,100,91
417,12/27/2015,Thunder,Nuggets,122,112
418,12/27/2015,Grizzlies,Lakers,112,96
419,12/28/2015,Pacers,Hawks,93,87
420,12/28/2015,Bulls,Raptors,104,97
421,12/28/2015,Wizards,Clippers,91,108
422,12/28/2015,Suns,Cavaliers,97,101
423,12/28/2015,Magic,Pelicans,104,89
424,12/28/2015,Warriors,Kings,122,103
425,12/28/2015,Mavericks,Bucks,103,93
426,12/28/2015,Heat,Nets,105,111
427,12/28/2015,Spurs,Timberwolves,101,95
428,12/28/2015,Hornets,Lakers,108,98
429,12/28/2015,Jazz,76ers,95,91
430,12/29/2015,Grizzlies,Heat,99,90
431,12/29/2015,Rockets,Hawks,115,121
432,12/29/2015,Knicks,Pistons,108,96
433,12/29/2015,Nuggets,Cavaliers,87,93
434,12/29/2015,Thunder,Bucks,131,123
435,12/30/2015,Bulls,Pacers,102,100
436,12/30/2015,Hornets,Clippers,117,122
437,12/30/2015,Raptors,Wizards,94,91
438,12/30/2015,Mavericks,Warriors,114,91
439,12/30/2015,Timberwolves,Jazz,94,80
440,12/30/2015,Spurs,Suns,112,79
441,12/30/2015,Magic,Nets,100,93
442,12/30/2015,Trail Blazers,Nuggets,110,103
443,12/30/2015,Celtics,Lakers,104,112
444,12/30/2015,Kings,76ers,105,110
445,12/31/2015,Jazz,Trail Blazers,109,96
446,12/31/2015,Pelicans,Clippers,89,95
447,12/31/2015,Rockets,Warriors,110,114
448,12/31/2015,Pistons,Timberwolves,115,90
449,12/31/2015,Thunder,Suns,110,106
450,12/31/2015,Pacers,Bucks,116,120
451,1/1/2016,Raptors,Hornets,104,94
452,1/1/2016,Heat,Mavericks,106,82
453,1/1/2016,Wizards,Magic,103,91
454,1/1/2016,Bulls,Knicks,108,81
455,1/1/2016,Lakers,76ers,93,84
456,1/2/2016,Hornets,Thunder,90,109
457,1/2/2016,Cavaliers,Magic,104,79
458,1/2/2016,Pacers,Pistons,94,82
459,1/2/2016,Jazz,Grizzlies,92,87
460,1/2/2016,Mavericks,Pelicans,98,105
461,1/2/2016,Kings,Suns,142,119
462,1/2/2016,Spurs,Rockets,121,103
463,1/2/2016,Celtics,Nets,97,100
464,1/2/2016,Timberwolves,Bucks,85,95
465,1/2/2016,Warriors,Nuggets,111,108
466,1/2/2016,Clippers,76ers,130,99
467,1/3/2016,Raptors,Bulls,113,115
468,1/3/2016,Wizards,Heat,75,97
469,1/3/2016,Knicks,Hawks,111,97
470,1/3/2016,Nuggets,Trail Blazers,106,112
471,1/3/2016,Lakers,Suns,97,77
472,1/4/2016,Cavaliers,Raptors,122,100
473,1/4/2016,Heat,Pacers,103,100
474,1/4/2016,Pistons,Magic,115,89
475,1/4/2016,Trail Blazers,Grizzlies,78,91
476,1/4/2016,Warriors,Hornets,111,101
477,1/4/2016,Thunder,Kings,104,116
478,1/4/2016,Jazz,Rockets,91,93
479,1/4/2016,Nets,Celtics,94,103
480,1/4/2016,Bucks,Spurs,98,123
481,1/4/2016,76ers,Timberwolves,109,99
482,1/5/2016,Mavericks,Kings,117,116
483,1/5/2016,Hawks,Knicks,101,107
484,1/5/2016,Bulls,Bucks,117,106
485,1/5/2016,Lakers,Warriors,88,109
486,1/6/2016,Magic,Pacers,86,95
487,1/6/2016,Celtics,Pistons,94,99
488,1/6/2016,Thunder,Grizzlies,112,94
489,1/6/2016,Wizards,Cavaliers,115,121
490,1/6/2016,Trail Blazers,Clippers,98,109
491,1/6/2016,Heat,Knicks,90,98
492,1/6/2016,Pelicans,Mavericks,91,100
493,1/6/2016,Suns,Hornets,111,102
494,1/6/2016,Spurs,Jazz,123,98
495,1/6/2016,Nets,Raptors,74,91
496,1/6/2016,Timberwolves,Nuggets,74,78
497,1/7/2016,Bulls,Celtics,101,92
498,1/7/2016,Rockets,Jazz,103,94
499,1/7/2016,76ers,Hawks,98,126
500,1/7/2016,Kings,Lakers,118,115
501,1/8/2016,Wizards,Raptors,88,97
502,1/8/2016,Pelicans,Pacers,86,91
503,1/8/2016,Suns,Heat,95,103
504,1/8/2016,Bucks,Mavericks,96,95
505,1/8/2016,Timberwolves,Cavaliers,99,125
506,1/8/2016,Trail Blazers,Warriors,108,128
507,1/8/2016,Spurs,Knicks,100,99
508,1/8/2016,Nets,Magic,77,83
509,1/8/2016,Grizzlies,Nuggets,91,84
510,1/8/2016,Lakers,Thunder,113,117
511,1/9/2016,Hawks,Bulls,120,105
512,1/9/2016,Clippers,Hornets,97,83
513,1/9/2016,Jazz,Heat,98,83
514,1/9/2016,Magic,Wizards,99,105
515,1/9/2016,Kings,Warriors,116,128
516,1/9/2016,Pistons,Nets,103,89
517,1/9/2016,76ers,Raptors,95,108
518,1/10/2016,Grizzlies,Celtics,101,98
519,1/10/2016,Rockets,Pacers,107,103
520,1/10/2016,Trail Blazers,Thunder,115,110
521,1/10/2016,Nuggets,Hornets,95,92
522,1/10/2016,Timberwolves,Mavericks,87,93
523,1/10/2016,Clippers,Pelicans,114,111
524,1/10/2016,Knicks,Bucks,100,88
525,1/10/2016,Lakers,Jazz,74,86
526,1/10/2016,76ers,Cavaliers,85,95
527,1/11/2016,Warriors,Heat,111,103
528,1/11/2016,Bulls,Wizards,100,114
529,1/11/2016,Nets,Spurs,79,106
530,1/12/2016,Mavericks,Cavaliers,107,110
531,1/12/2016,Knicks,Celtics,120,114
532,1/12/2016,Pistons,Spurs,99,109
533,1/12/2016,Grizzlies,Rockets,91,107
534,1/12/2016,Bucks,Bulls,106,101
535,1/12/2016,Timberwolves,Thunder,96,101
536,1/12/2016,Pacers,Suns,116,97
537,1/12/2016,Lakers,Pelicans,95,91
538,1/13/2016,Celtics,Pacers,103,94
539,1/13/2016,Hornets,Hawks,107,84
540,1/13/2016,Clippers,Heat,104,90
541,1/13/2016,Thunder,Mavericks,108,89
542,1/13/2016,Trail Blazers,Jazz,99,85
543,1/13/2016,Wizards,Bucks,106,101
544,1/13/2016,Nets,Knicks,110,104
545,1/13/2016,Kings,Pelicans,97,109
546,1/13/2016,Nuggets,Warriors,112,110
547,1/13/2016,Rockets,Timberwolves,107,104
548,1/14/2016,Spurs,Cavaliers,99,95
549,1/14/2016,Grizzlies,Pistons,103,101
550,1/14/2016,Magic,Raptors,103,106
551,1/14/2016,Jazz,Kings,101,103
552,1/14/2016,76ers,Bulls,111,115
553,1/14/2016,Warriors,Lakers,116,98
554,1/15/2016,Bulls,Mavericks,77,83
555,1/15/2016,Rockets,Cavaliers,77,91
556,1/15/2016,Pacers,Wizards,104,118
557,1/15/2016,Bucks,Hawks,108,101
558,1/15/2016,Pelicans,Hornets,109,107
559,1/15/2016,Nuggets,Heat,95,98
560,1/15/2016,Celtics,Suns,117,103
561,1/15/2016,Nets,Trail Blazers,104,116
562,1/15/2016,Thunder,Timberwolves,113,93
563,1/16/2016,Wizards,Celtics,117,119
564,1/16/2016,Pistons,Warriors,113,95
565,1/16/2016,Grizzlies,Knicks,103,95
566,1/16/2016,Clippers,Kings,103,110
567,1/16/2016,Hornets,Bucks,92,105
568,1/16/2016,Hawks,Nets,114,86
569,1/16/2016,Jazz,Lakers,109,82
570,1/16/2016,76ers,Trail Blazers,114,89
571,1/17/2016,Thunder,Heat,99,74
572,1/17/2016,Spurs,Mavericks,112,83
573,1/17/2016,Nuggets,Pacers,129,126
574,1/17/2016,Timberwolves,Suns,117,87
575,1/17/2016,Lakers,Rockets,95,112
576,1/18/2016,Cavaliers,Warriors,98,132
577,1/18/2016,Mavericks,Celtics,118,113
578,1/18/2016,Pistons,Bulls,101,111
579,1/18/2016,Hawks,Magic,98,81
580,1/18/2016,Hornets,Jazz,124,119
581,1/18/2016,Clippers,Rockets,140,132
582,1/18/2016,Wizards,Trail Blazers,98,108
583,1/18/2016,Grizzlies,Pelicans,101,99
584,1/18/2016,Raptors,Nets,112,100
585,1/18/2016,Knicks,76ers,119,113
586,1/19/2016,Nuggets,Thunder,104,110
587,1/19/2016,Suns,Pacers,94,97
588,1/19/2016,Heat,Bucks,79,91
589,1/19/2016,Pelicans,Timberwolves,114,99
590,1/20/2016,Raptors,Celtics,115,109
591,1/20/2016,Bulls,Warriors,94,125
592,1/20/2016,Rockets,Pistons,114,123
593,1/20/2016,Thunder,Hornets,109,95
594,1/20/2016,Trail Blazers,Hawks,98,104
595,1/20/2016,Wizards,Heat,106,87
