,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
3991,12/11/2019,21900357,Final,1610612754,1610612738,2019,1610612754,122,0.482,0.833,0.4,27,36,1610612738,117,0.494,0.773,0.389,25,44,1
3992,12/11/2019,21900358,Final,1610612753,1610612747,2019,1610612753,87,0.42,0.647,0.308,20,41,1610612747,96,0.425,0.526,0.387,20,49,0
3993,12/11/2019,21900359,Final,1610612761,1610612746,2019,1610612761,92,0.352,0.88,0.222,21,47,1610612746,112,0.442,0.889,0.3,29,50,0
3994,12/11/2019,21900360,Final,1610612751,1610612766,2019,1610612751,108,0.432,0.667,0.263,20,52,1610612766,113,0.409,0.813,0.429,20,47,0
3995,12/11/2019,21900361,Final,1610612741,1610612737,2019,1610612741,136,0.574,0.895,0.458,32,42,1610612737,102,0.422,0.731,0.342,26,41,1
3996,12/11/2019,21900362,Final,1610612750,1610612762,2019,1610612750,116,0.44,0.808,0.366,18,42,1610612762,127,0.566,0.773,0.457,23,45,0
3997,12/11/2019,21900363,Final,1610612756,1610612763,2019,1610612756,108,0.398,0.833,0.265,29,44,1610612763,115,0.483,0.808,0.417,23,55,0
3998,12/11/2019,21900364,Final,1610612749,1610612740,2019,1610612749,127,0.538,0.889,0.487,27,43,1610612740,112,0.443,0.818,0.356,29,42,1
3999,12/11/2019,21900365,Final,1610612758,1610612760,2019,1610612758,94,0.443,0.6,0.323,12,41,1610612760,93,0.43,0.667,0.394,24,43,1
4000,12/11/2019,21900366,Final,1610612744,1610612752,2019,1610612744,122,0.433,0.733,0.27,27,46,1610612752,124,0.478,0.765,0.414,25,58,0
4001,12/10/2019,21900352,Final,1610612766,1610612764,2019,1610612766,114,0.447,0.786,0.39,22,48,1610612764,107,0.422,0.8,0.314,27,45,1
4002,12/10/2019,21900353,Final,1610612755,1610612743,2019,1610612755,97,0.416,0.688,0.333,24,49,1610612743,92,0.435,0.917,0.259,29,38,1
4003,12/10/2019,21900354,Final,1610612748,1610612737,2019,1610612748,135,0.515,0.682,0.341,35,53,1610612737,121,0.474,0.611,0.37,30,37,1
4004,12/10/2019,21900355,Final,1610612757,1610612752,2019,1610612757,115,0.433,0.833,0.415,20,58,1610612752,87,0.352,0.615,0.184,16,47,1
4005,12/9/2019,21900343,Final,1610612754,1610612746,2019,1610612754,99,0.351,0.75,0.286,16,55,1610612746,110,0.412,0.741,0.313,19,57,0
4006,12/9/2019,21900344,Final,1610612738,1610612739,2019,1610612738,110,0.577,0.625,0.556,22,39,1610612739,88,0.396,0.474,0.226,18,45,1
4007,12/9/2019,21900345,Final,1610612741,1610612761,2019,1610612741,92,0.393,0.714,0.261,30,45,1610612761,93,0.378,0.692,0.241,19,54,0
4008,12/9/2019,21900346,Final,1610612745,1610612758,2019,1610612745,118,0.488,0.826,0.34,25,51,1610612758,119,0.455,0.864,0.444,24,37,0
4009,12/9/2019,21900347,Final,1610612749,1610612753,2019,1610612749,110,0.467,0.533,0.39,30,54,1610612753,101,0.38,0.808,0.323,24,44,1
4010,12/9/2019,21900348,Final,1610612740,1610612765,2019,1610612740,103,0.44,0.682,0.211,24,45,1610612765,105,0.424,0.815,0.314,15,46,0
4011,12/9/2019,21900349,Final,1610612756,1610612750,2019,1610612756,125,0.495,0.789,0.4,31,42,1610612750,109,0.471,0.793,0.273,14,45,1
4012,12/9/2019,21900350,Final,1610612762,1610612760,2019,1610612762,90,0.404,0.833,0.258,19,48,1610612760,104,0.471,0.842,0.286,21,46,0
4013,12/9/2019,21900351,Final,1610612744,1610612763,2019,1610612744,102,0.376,0.84,0.407,23,46,1610612763,110,0.5,0.765,0.375,29,42,0
4014,12/8/2019,21900335,Final,1610612751,1610612743,2019,1610612751,105,0.46,0.783,0.25,25,48,1610612743,102,0.404,0.857,0.429,25,37,1
4015,12/8/2019,21900336,Final,1610612766,1610612737,2019,1610612766,107,0.4,0.828,0.355,22,44,1610612737,122,0.484,0.941,0.4,28,48,0
4016,12/8/2019,21900337,Final,1610612748,1610612741,2019,1610612748,110,0.416,0.795,0.314,20,43,1610612741,105,0.438,0.815,0.361,20,39,1
4017,12/8/2019,21900338,Final,1610612755,1610612761,2019,1610612755,110,0.506,0.762,0.438,31,40,1610612761,104,0.432,0.85,0.333,21,42,1
4018,12/8/2019,21900339,Final,1610612764,1610612746,2019,1610612764,119,0.455,0.833,0.424,28,38,1610612746,135,0.521,0.741,0.375,27,45,0
4019,12/8/2019,21900340,Final,1610612742,1610612758,2019,1610612742,106,0.477,0.875,0.386,24,40,1610612758,110,0.518,0.818,0.382,24,35,0
4020,12/8/2019,21900341,Final,1610612757,1610612760,2019,1610612757,96,0.36,0.833,0.273,16,51,1610612760,108,0.412,0.794,0.344,12,54,0
4021,12/8/2019,21900342,Final,1610612747,1610612750,2019,1610612747,142,0.585,0.9,0.452,32,41,1610612750,125,0.524,0.846,0.405,27,31,1
4022,12/7/2019,21900330,Final,1610612742,1610612740,2019,1610612742,130,0.535,0.806,0.342,25,55,1610612740,84,0.36,0.81,0.094,17,34,1
4023,12/7/2019,21900331,Final,1610612752,1610612754,2019,1610612752,103,0.406,0.714,0.323,24,52,1610612754,104,0.482,0.769,0.429,26,42,0
4024,12/7/2019,21900332,Final,1610612755,1610612739,2019,1610612755,141,0.633,0.696,0.423,43,51,1610612739,94,0.375,0.765,0.257,20,35,1
4025,12/7/2019,21900333,Final,1610612745,1610612756,2019,1610612745,115,0.451,0.733,0.275,21,51,1610612756,109,0.417,0.643,0.314,29,51,1
4026,12/7/2019,21900334,Final,1610612762,1610612763,2019,1610612762,126,0.563,0.944,0.559,32,41,1610612763,112,0.531,0.64,0.286,23,28,1
4027,12/6/2019,21900320,Final,1610612766,1610612751,2019,1610612766,104,0.434,0.882,0.425,23,34,1610612751,111,0.477,0.8,0.395,35,49,0
4028,12/6/2019,21900321,Final,1610612739,1610612753,2019,1610612739,87,0.422,0.7,0.294,22,45,1610612753,93,0.39,0.87,0.346,19,43,0
4029,12/6/2019,21900322,Final,1610612765,1610612754,2019,1610612765,108,0.448,0.731,0.44,21,51,1610612754,101,0.458,0.8,0.375,24,33,1
4030,12/6/2019,21900323,Final,1610612738,1610612743,2019,1610612738,108,0.537,0.875,0.371,21,37,1610612743,95,0.415,0.8,0.167,18,41,1
4031,12/6/2019,21900324,Final,1610612748,1610612764,2019,1610612748,112,0.488,0.75,0.357,28,50,1610612764,103,0.429,0.929,0.308,29,39,1
4032,12/6/2019,21900325,Final,1610612741,1610612744,2019,1610612741,98,0.443,0.6,0.415,21,37,1610612744,100,0.535,0.682,0.375,24,39,0
4033,12/6/2019,21900326,Final,1610612760,1610612750,2019,1610612760,139,0.557,0.9,0.278,19,39,1610612750,127,0.521,0.7,0.342,25,36,1
4034,12/6/2019,21900327,Final,1610612749,1610612746,2019,1610612749,119,0.468,0.81,0.389,29,53,1610612746,91,0.351,0.895,0.25,18,48,1
4035,12/6/2019,21900328,Final,1610612759,1610612758,2019,1610612759,105,0.427,0.706,0.344,25,52,1610612758,104,0.392,0.833,0.265,19,52,1
4036,12/6/2019,21900329,Final,1610612757,1610612747,2019,1610612757,113,0.453,0.862,0.294,20,34,1610612747,136,0.541,0.818,0.472,26,45,0
4037,12/5/2019,21900316,Final,1610612764,1610612755,2019,1610612764,119,0.456,0.813,0.407,25,41,1610612755,113,0.532,0.75,0.464,25,44,1
4038,12/5/2019,21900317,Final,1610612752,1610612743,2019,1610612752,92,0.41,0.652,0.265,23,33,1610612743,129,0.563,0.556,0.538,38,48,0
4039,12/5/2019,21900318,Final,1610612761,1610612745,2019,1610612761,109,0.432,0.875,0.308,27,45,1610612745,119,0.408,0.895,0.4,29,54,0
4040,12/5/2019,21900319,Final,1610612740,1610612756,2019,1610612740,132,0.506,0.771,0.415,27,40,1610612756,139,0.472,0.926,0.389,30,51,0
4041,12/4/2019,21900306,Final,1610612766,1610612744,2019,1610612766,106,0.46,0.625,0.438,30,44,1610612744,91,0.462,0.667,0.391,18,37,1
4042,12/4/2019,21900307,Final,1610612765,1610612749,2019,1610612765,103,0.419,0.636,0.306,25,40,1610612749,127,0.489,0.926,0.4,25,55,0
4043,12/4/2019,21900308,Final,1610612753,1610612756,2019,1610612753,128,0.576,0.8,0.56,27,45,1610612756,114,0.489,0.65,0.455,36,29,1
4044,12/4/2019,21900309,Final,1610612737,1610612751,2019,1610612737,118,0.533,0.619,0.346,24,35,1610612751,130,0.495,0.889,0.452,26,53,0
4045,12/4/2019,21900310,Final,1610612738,1610612748,2019,1610612738,112,0.443,0.813,0.39,21,46,1610612748,93,0.442,0.647,0.368,20,40,1
4046,12/4/2019,21900311,Final,1610612741,1610612763,2019,1610612741,106,0.429,0.73,0.394,22,50,1610612763,99,0.385,0.857,0.233,24,46,1
4047,12/4/2019,21900312,Final,1610612760,1610612754,2019,1610612760,100,0.488,0.9,0.346,25,37,1610612754,107,0.483,0.824,0.375,19,39,0
4048,12/4/2019,21900313,Final,1610612742,1610612750,2019,1610612742,121,0.5,0.783,0.297,24,45,1610612750,114,0.416,0.885,0.447,23,44,1
4049,12/4/2019,21900314,Final,1610612762,1610612747,2019,1610612762,96,0.41,0.737,0.452,20,40,1610612747,121,0.511,0.6,0.483,27,46,0
4050,12/4/2019,21900315,Final,1610612757,1610612758,2019,1610612757,127,0.56,0.81,0.5,28,43,1610612758,116,0.463,0.739,0.324,26,44,1
4051,12/3/2019,21900299,Final,1610612739,1610612765,2019,1610612739,94,0.422,0.714,0.296,16,40,1610612765,127,0.543,0.636,0.514,33,46,0
4052,12/3/2019,21900300,Final,1610612764,1610612753,2019,1610612764,120,0.506,0.783,0.343,22,38,1610612753,127,0.511,0.741,0.484,26,48,0
4053,12/3/2019,21900301,Final,1610612761,1610612748,2019,1610612761,110,0.385,0.806,0.256,25,48,1610612748,121,0.455,0.762,0.395,29,55,0
4054,12/3/2019,21900302,Final,1610612740,1610612742,2019,1610612740,97,0.404,0.667,0.268,20,47,1610612742,118,0.432,0.852,0.422,22,51,0
4055,12/3/2019,21900303,Final,1610612759,1610612745,2019,1610612759,135,0.472,0.688,0.433,35,56,1610612745,133,0.378,0.944,0.294,22,60,1
4056,12/3/2019,21900304,Final,1610612743,1610612747,2019,1610612743,96,0.407,0.941,0.207,26,35,1610612747,105,0.464,0.667,0.292,24,56,0
4057,12/3/2019,21900305,Final,1610612746,1610612757,2019,1610612746,117,0.457,0.56,0.5,25,49,1610612757,97,0.429,0.8,0.259,20,49,1
4058,6/15/2014,41300405,Final,1610612759,1610612748,2013,1610612759,104,0.474,0.783,0.462,25,40,1610612748,87,0.4,0.741,0.28,14,41,1
4059,6/12/2014,41300404,Final,1610612748,1610612759,2013,1610612748,86,0.451,0.65,0.409,13,27,1610612759,107,0.571,0.72,0.429,25,44,0
4060,6/10/2014,41300403,Final,1610612748,1610612759,2013,1610612748,92,0.516,0.75,0.476,17,26,1610612759,111,0.594,0.813,0.45,21,29,0
4061,6/8/2014,41300402,Final,1610612759,1610612748,2013,1610612759,96,0.439,0.6,0.462,26,37,1610612748,98,0.529,0.762,0.421,16,38,0
4062,6/5/2014,41300401,Final,1610612759,1610612748,2013,1610612759,110,0.588,0.773,0.52,30,39,1610612748,95,0.474,0.818,0.414,16,29,1
4063,5/31/2014,41300316,Final,1610612760,1610612759,2013,1610612760,107,0.427,0.879,0.296,19,45,1610612759,112,0.404,0.735,0.314,20,49,0
4064,5/30/2014,41300306,Final,1610612748,1610612754,2013,1610612748,117,0.579,0.857,0.423,24,37,1610612754,92,0.464,0.75,0.4,14,28,1
4065,5/29/2014,41300315,Final,1610612759,1610612760,2013,1610612759,117,0.513,0.867,0.5,23,48,1610612760,89,0.432,0.65,0.25,19,35,1
4066,5/28/2014,41300305,Final,1610612754,1610612748,2013,1610612754,93,0.474,0.591,0.286,13,45,1610612748,90,0.453,0.875,0.484,22,38,1
4067,5/27/2014,41300314,Final,1610612760,1610612759,2013,1610612760,105,0.487,0.774,0.438,22,42,1610612759,92,0.398,0.773,0.333,17,41,1
4068,5/26/2014,41300304,Final,1610612748,1610612754,2013,1610612748,102,0.464,0.882,0.333,16,34,1610612754,90,0.493,0.647,0.429,18,37,1
4069,5/25/2014,41300313,Final,1610612760,1610612759,2013,1610612760,106,0.457,0.839,0.273,17,52,1610612759,97,0.396,0.938,0.385,22,36,1
4070,5/24/2014,41300303,Final,1610612748,1610612754,2013,1610612748,99,0.544,0.75,0.556,17,29,1610612754,87,0.477,0.76,0.286,17,29,1
4071,5/21/2014,41300312,Final,1610612759,1610612760,2013,1610612759,112,0.5,0.913,0.391,27,53,1610612760,77,0.393,0.5,0.1,18,38,1
4072,5/20/2014,41300302,Final,1610612754,1610612748,2013,1610612754,83,0.4,0.667,0.474,19,41,1610612748,87,0.507,0.611,0.4,19,38,0
4073,5/19/2014,41300311,Final,1610612759,1610612760,2013,1610612759,122,0.575,0.765,0.529,28,40,1610612760,105,0.463,0.826,0.444,19,37,1
4074,5/18/2014,41300301,Final,1610612754,1610612748,2013,1610612754,107,0.515,0.784,0.421,23,38,1610612748,96,0.513,0.667,0.261,23,29,1
4075,5/15/2014,41300206,Final,1610612764,1610612754,2013,1610612764,80,0.392,0.8,0.111,17,40,1610612754,93,0.514,0.68,0.2,18,38,0
4076,5/15/2014,41300236,Final,1610612746,1610612760,2013,1610612746,98,0.421,0.6,0.286,26,41,1610612760,104,0.458,0.879,0.36,25,43,0
4077,5/14/2014,41300215,Final,1610612748,1610612751,2013,1610612748,96,0.433,0.935,0.31,18,33,1610612751,94,0.474,0.8,0.364,14,36,1
4078,5/14/2014,41300225,Final,1610612759,1610612757,2013,1610612759,104,0.472,0.688,0.429,24,47,1610612757,82,0.407,0.647,0.263,18,45,1
4079,5/13/2014,41300205,Final,1610612754,1610612764,2013,1610612754,79,0.39,0.591,0.4,19,23,1610612764,102,0.5,0.789,0.278,21,62,0
4080,5/13/2014,41300235,Final,1610612760,1610612746,2013,1610612760,105,0.429,0.889,0.412,14,44,1610612746,104,0.432,0.8,0.444,21,44,1
4081,5/12/2014,41300214,Final,1610612751,1610612748,2013,1610612751,96,0.436,0.821,0.227,22,40,1610612748,102,0.529,0.741,0.333,14,34,0
4082,5/12/2014,41300224,Final,1610612757,1610612759,2013,1610612757,103,0.439,0.769,0.333,17,53,1610612759,92,0.443,0.579,0.167,13,46,1
4083,5/11/2014,41300234,Final,1610612746,1610612760,2013,1610612746,101,0.419,0.69,0.143,23,45,1610612760,99,0.44,0.765,0.292,17,43,1
4084,5/11/2014,41300204,Final,1610612764,1610612754,2013,1610612764,92,0.456,0.789,0.333,22,36,1610612754,95,0.452,0.655,0.455,20,40,0
4085,5/10/2014,41300213,Final,1610612751,1610612748,2013,1610612751,104,0.528,0.765,0.6,26,43,1610612748,90,0.456,0.8,0.333,13,27,1
4086,5/10/2014,41300223,Final,1610612757,1610612759,2013,1610612757,103,0.429,0.742,0.348,23,41,1610612759,118,0.483,1,0.333,23,41,0
4087,5/9/2014,41300203,Final,1610612764,1610612754,2013,1610612764,63,0.329,0.524,0.25,10,45,1610612754,85,0.419,0.762,0.467,20,42,0
4088,5/9/2014,41300233,Final,1610612746,1610612760,2013,1610612746,112,0.452,0.84,0.269,25,33,1610612760,118,0.557,0.857,0.353,26,44,0
4089,5/8/2014,41300212,Final,1610612748,1610612751,2013,1610612748,94,0.493,0.778,0.417,17,36,1610612751,82,0.423,0.571,0.333,19,43,1
4090,5/8/2014,41300222,Final,1610612759,1610612757,2013,1610612759,114,0.533,0.429,0.6,27,41,1610612757,97,0.43,1,0.389,15,44,1
4091,5/7/2014,41300202,Final,1610612754,1610612764,2013,1610612754,86,0.444,0.857,0.333,17,38,1610612764,82,0.45,0.417,0.238,20,43,1
4092,5/7/2014,41300232,Final,1610612760,1610612746,2013,1610612760,112,0.506,0.727,0.348,23,52,1610612746,101,0.446,0.783,0.333,23,36,1
4093,5/6/2014,41300211,Final,1610612748,1610612751,2013,1610612748,107,0.568,0.875,0.391,22,37,1610612751,86,0.471,0.588,0.417,11,32,1
4094,5/6/2014,41300221,Final,1610612759,1610612757,2013,1610612759,116,0.506,0.84,0.438,21,45,1610612757,92,0.378,0.839,0.25,9,47,1
4095,5/5/2014,41300201,Final,1610612754,1610612764,2013,1610612754,96,0.407,0.815,0.471,16,36,1610612764,102,0.417,0.71,0.625,23,53,0
4096,5/5/2014,41300231,Final,1610612760,1610612746,2013,1610612760,105,0.459,0.783,0.321,17,47,1610612746,122,0.549,0.567,0.517,26,31,0
4097,5/4/2014,41300127,Final,1610612761,1610612751,2013,1610612761,103,0.479,0.879,0.308,13,38,1610612751,104,0.457,0.733,0.348,16,42,0
4098,5/4/2014,41300147,Final,1610612759,1610612742,2013,1610612759,119,0.568,0.758,0.417,21,40,1610612742,96,0.409,0.882,0.36,21,39,1
4099,5/3/2014,41300107,Final,1610612754,1610612737,2013,1610612754,92,0.471,0.793,0.167,17,55,1610612737,80,0.304,0.813,0.25,16,38,1
4100,5/3/2014,41300157,Final,1610612760,1610612763,2013,1610612760,120,0.609,0.833,0.579,22,33,1610612763,109,0.446,0.882,0.294,22,29,1
4101,5/3/2014,41300167,Final,1610612746,1610612744,2013,1610612746,126,0.554,0.788,0.333,26,38,1610612744,121,0.494,0.829,0.56,25,37,1
4102,5/2/2014,41300126,Final,1610612751,1610612761,2013,1610612751,97,0.468,0.76,0.286,17,45,1610612761,83,0.385,0.8,0.292,16,42,1
4103,5/2/2014,41300146,Final,1610612742,1610612759,2013,1610612742,113,0.517,0.625,0.444,18,40,1610612759,111,0.533,0.857,0.438,21,39,1
4104,5/2/2014,41300176,Final,1610612757,1610612745,2013,1610612757,99,0.427,0.909,0.375,14,34,1610612745,98,0.453,0.742,0.368,19,44,1
4105,5/1/2014,41300106,Final,1610612737,1610612754,2013,1610612737,88,0.358,0.875,0.257,14,44,1610612754,95,0.429,0.852,0.3,15,47,0
4106,5/1/2014,41300156,Final,1610612763,1610612760,2013,1610612763,84,0.373,0.679,0.214,19,36,1610612760,104,0.493,0.92,0.333,15,47,0
4107,5/1/2014,41300166,Final,1610612744,1610612746,2013,1610612744,100,0.393,0.622,0.292,20,50,1610612746,99,0.372,0.727,0.324,22,53,1
4108,4/30/2014,41300145,Final,1610612759,1610612742,2013,1610612759,109,0.466,0.704,0.5,24,47,1610612742,103,0.438,0.867,0.429,18,47,1
4109,4/30/2014,41300125,Final,1610612761,1610612751,2013,1610612761,115,0.481,0.806,0.462,21,37,1610612751,113,0.533,0.733,0.478,22,34,1
4110,4/30/2014,41300175,Final,1610612745,1610612757,2013,1610612745,108,0.473,0.778,0.32,23,48,1610612757,98,0.434,0.739,0.36,14,34,1
4111,4/29/2014,41300135,Final,1610612741,1610612764,2013,1610612741,69,0.333,0.765,0.375,19,43,1610612764,75,0.405,0.684,0.222,16,49,0
4112,4/29/2014,41300155,Final,1610612760,1610612763,2013,1610612760,99,0.391,0.789,0.387,24,51,1610612763,100,0.425,0.731,0.368,21,50,0
4113,4/29/2014,41300165,Final,1610612746,1610612744,2013,1610612746,113,0.487,0.756,0.4,20,41,1610612744,103,0.471,0.684,0.385,24,42,1
4114,4/28/2014,41300114,Final,1610612766,1610612748,2013,1610612766,98,0.507,0.7,0.28,22,36,1610612748,109,0.5,0.759,0.375,25,33,0
4115,4/28/2014,41300105,Final,1610612754,1610612737,2013,1610612754,97,0.462,0.611,0.467,24,35,1610612737,107,0.5,0.788,0.556,19,38,0
4116,4/28/2014,41300144,Final,1610612742,1610612759,2013,1610612742,89,0.381,0.643,0.292,18,49,1610612759,93,0.45,0.727,0.294,16,49,0
4117,4/27/2014,41300134,Final,1610612764,1610612741,2013,1610612764,98,0.407,0.8,0.421,22,38,1610612741,89,0.449,0.882,0.211,22,42,1
4118,4/27/2014,41300164,Final,1610612744,1610612746,2013,1610612744,118,0.554,0.75,0.469,32,34,1610612746,97,0.429,0.875,0.323,20,32,1
4119,4/27/2014,41300124,Final,1610612751,1610612761,2013,1610612751,79,0.412,0.655,0.2,17,43,1610612761,87,0.413,0.826,0.261,15,43,0
4120,4/27/2014,41300174,Final,1610612757,1610612745,2013,1610612757,123,0.495,0.733,0.393,25,44,1610612745,120,0.488,0.711,0.393,16,49,1
4121,4/26/2014,41300104,Final,1610612737,1610612754,2013,1610612737,88,0.357,1,0.355,22,41,1610612754,91,0.481,0.571,0.391,22,43,0
4122,4/26/2014,41300143,Final,1610612742,1610612759,2013,1610612742,109,0.512,0.842,0.391,25,35,1610612759,108,0.543,0.824,0.333,26,36,1
4123,4/26/2014,41300113,Final,1610612766,1610612748,2013,1610612766,85,0.415,0.727,0.389,21,38,1610612748,98,0.434,0.85,0.5,26,39,0
4124,4/26/2014,41300154,Final,1610612763,1610612760,2013,1610612763,89,0.372,0.565,0.3,19,49,1610612760,92,0.367,0.9,0.286,14,58,0
4125,4/25/2014,41300123,Final,1610612751,1610612761,2013,1610612751,102,0.493,0.784,0.35,21,29,1610612761,98,0.463,0.784,0.318,18,35,1
4126,4/25/2014,41300133,Final,1610612764,1610612741,2013,1610612764,97,0.43,0.714,0.421,20,41,1610612741,100,0.479,0.667,0.5,24,36,0
4127,4/25/2014,41300173,Final,1610612757,1610612745,2013,1610612757,116,0.456,0.857,0.37,21,47,1610612745,121,0.429,0.864,0.387,20,53,0
4128,4/24/2014,41300103,Final,1610612737,1610612754,2013,1610612737,98,0.384,0.811,0.353,21,41,1610612754,85,0.376,0.762,0.25,21,51,1
4129,4/24/2014,41300153,Final,1610612763,1610612760,2013,1610612763,98,0.446,0.8,0.25,21,47,1610612760,95,0.391,0.733,0.179,13,48,1
4130,4/24/2014,41300163,Final,1610612744,1610612746,2013,1610612744,96,0.416,0.667,0.194,26,52,1610612746,98,0.465,0.435,0.286,25,47,0
4131,4/23/2014,41300112,Final,1610612748,1610612766,2013,1610612748,101,0.522,0.759,0.391,19,37,1610612766,97,0.42,0.737,0.429,18,41,1
4132,4/23/2014,41300142,Final,1610612759,1610612742,2013,1610612759,92,0.5,0.621,0.5,17,32,1610612742,113,0.489,0.938,0.381,19,35,0
4133,4/23/2014,41300172,Final,1610612745,1610612757,2013,1610612745,105,0.433,0.8,0.188,16,42,1610612757,112,0.476,0.889,0.348,23,43,0
4134,4/22/2014,41300102,Final,1610612754,1610612737,2013,1610612754,101,0.529,0.778,0.471,25,38,1610612737,85,0.392,0.722,0.345,13,31,1
4135,4/22/2014,41300122,Final,1610612761,1610612751,2013,1610612761,100,0.474,0.828,0.125,19,52,1610612751,95,0.442,0.714,0.292,19,30,1
4136,4/22/2014,41300132,Final,1610612741,1610612764,2013,1610612741,99,0.432,0.75,0.294,23,49,1610612764,101,0.475,0.571,0.391,23,42,0
4137,4/21/2014,41300152,Final,1610612760,1610612763,2013,1610612760,105,0.398,0.88,0.3,20,49,1610612763,111,0.494,0.875,0.4,30,47,0
4138,4/21/2014,41300162,Final,1610612746,1610612744,2013,1610612746,138,0.566,0.914,0.48,29,34,1610612744,98,0.474,0.815,0.211,18,36,1
4139,4/20/2014,41300141,Final,1610612759,1610612742,2013,1610612759,90,0.432,0.773,0.176,14,48,1610612742,85,0.412,0.692,0.333,15,40,1
4140,4/20/2014,41300111,Final,1610612748,1610612766,2013,1610612748,99,0.461,0.692,0.478,14,38,1610612766,88,0.456,0.667,0.381,18,44,1
4141,4/20/2014,41300131,Final,1610612741,1610612764,2013,1610612741,93,0.42,0.769,0.25,13,39,1610612764,102,0.486,0.743,0.364,21,45,0
4142,4/20/2014,41300171,Final,1610612745,1610612757,2013,1610612745,120,0.41,0.65,0.229,16,59,1610612757,122,0.433,0.744,0.333,14,54,0
4143,4/19/2014,41300121,Final,1610612761,1610612751,2013,1610612761,87,0.394,0.92,0.348,22,45,1610612751,94,0.425,0.815,0.167,16,37,0
4144,4/19/2014,41300161,Final,1610612746,1610612744,2013,1610612746,105,0.424,0.657,0.455,24,42,1610612744,109,0.444,0.72,0.407,26,48,0
4145,4/19/2014,41300101,Final,1610612754,1610612737,2013,1610612754,93,0.42,0.696,0.429,19,46,1610612737,101,0.434,0.828,0.367,13,42,0
4146,4/19/2014,41300151,Final,1610612760,1610612763,2013,1610612760,100,0.447,0.875,0.25,22,51,1610612763,86,0.363,0.581,0.182,20,41,1
4147,4/16/2014,21301223,Final,1610612766,1610612741,2013,1610612766,91,0.4,0.692,0.238,23,53,1610612741,86,0.395,0.667,0.364,21,44,1
4148,4/16/2014,21301227,Final,1610612753,1610612754,2013,1610612753,86,0.405,0.708,0.333,14,40,1610612754,101,0.466,0.727,0.478,26,52,0
4149,4/16/2014,21301216,Final,1610612763,1610612742,2013,1610612763,106,0.489,0.6,0.25,25,48,1610612742,105,0.478,0.818,0.267,22,39,1
4150,4/16/2014,21301217,Final,1610612749,1610612737,2013,1610612749,103,0.519,0.762,0.389,25,43,1610612737,111,0.539,0.808,0.333,29,30,0
4151,4/16/2014,21301218,Final,1610612750,1610612762,2013,1610612750,130,0.412,0.778,0.32,24,45,1610612762,136,0.491,0.828,0.25,30,60,0
4152,4/16/2014,21301219,Final,1610612740,1610612745,2013,1610612740,105,0.524,0.65,0.5,24,42,1610612745,100,0.432,0.667,0.467,23,41,1
4153,4/16/2014,21301220,Final,1610612760,1610612765,2013,1610612760,112,0.442,0.756,0.217,23,49,1610612765,111,0.506,0.613,0.421,20,41,1
4154,4/16/2014,21301221,Final,1610612759,1610612747,2013,1610612759,100,0.414,0.8,0.333,25,49,1610612747,113,0.495,0.706,0.407,29,50,0
4155,4/16/2014,21301222,Final,1610612738,1610612764,2013,1610612738,102,0.464,0.739,0.233,24,37,1610612764,118,0.568,0.706,0.333,26,36,0
4156,4/16/2014,21301224,Final,1610612739,1610612751,2013,1610612739,114,0.529,0.824,0.4,32,51,1610612751,85,0.38,0.739,0.32,21,36,1
4157,4/16/2014,21301225,Final,1610612748,1610612755,2013,1610612748,87,0.411,0.773,0.333,16,34,1610612755,100,0.514,0.875,0.435,24,35,0
4158,4/16/2014,21301226,Final,1610612752,1610612761,2013,1610612752,95,0.457,0.684,0.471,13,36,1610612761,92,0.45,0.611,0.31,20,48,1
4159,4/16/2014,21301228,Final,1610612757,1610612746,2013,1610612757,110,0.416,0.727,0.385,29,65,1610612746,104,0.405,0.848,0.235,20,42,1
4160,4/16/2014,21301229,Final,1610612758,1610612756,2013,1610612758,99,0.43,0.7,0.211,19,54,1610612756,104,0.465,0.727,0.4,16,40,0
4161,4/16/2014,21301230,Final,1610612743,1610612744,2013,1610612743,112,0.44,0.829,0.265,23,42,1610612744,116,0.489,0.571,0.348,27,45,0
4162,4/15/2014,21301214,Final,1610612751,1610612752,2013,1610612751,98,0.44,0.71,0.4,25,38,1610612752,109,0.478,0.85,0.524,15,36,0
4163,4/15/2014,21301215,Final,1610612746,1610612743,2013,1610612746,117,0.53,0.667,0.375,29,41,1610612743,105,0.427,0.9,0.276,20,43,1
4164,4/14/2014,21301204,Final,1610612755,1610612738,2013,1610612755,113,0.544,0.632,0.25,25,42,1610612738,108,0.465,0.731,0.375,26,40,1
4165,4/14/2014,21301205,Final,1610612761,1610612749,2013,1610612761,110,0.469,0.769,0.438,25,46,1610612749,100,0.521,0.692,0.6,21,32,1
4166,4/14/2014,21301206,Final,1610612764,1610612748,2013,1610612764,114,0.59,0.533,0.483,36,42,1610612748,93,0.45,0.875,0.259,23,31,1
4167,4/14/2014,21301207,Final,1610612737,1610612766,2013,1610612737,93,0.43,0.739,0.267,27,39,1610612766,95,0.438,0.613,0.24,27,48,0
